"Subject" "Activity" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.mean.." "tBodyAccMag.std.." "tGravityAccMag.mean.." "tGravityAccMag.std.." "tBodyAccJerkMag.mean.." "tBodyAccJerkMag.std.." "tBodyGyroMag.mean.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.mean.." "tBodyGyroJerkMag.std.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyAccMag.mean.." "fBodyAccMag.std.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.std.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.std.."
2 "STANDING" 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222 0.277911472222222
2 "LAYING" 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333 0.281373403958333
3 "WALKING" 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966
3 "WALKING_UPSTAIRS" 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797 0.260819873067797
3 "WALKING_DOWNSTAIRS" 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878 0.292423484693878
3 "SITTING" 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615 0.257197599134615
3 "STANDING" 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689 0.280046513278689
3 "LAYING" 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935 0.275516852741935
4 "WALKING" 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667
4 "WALKING_UPSTAIRS" 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769 0.270876696730769
4 "WALKING_DOWNSTAIRS" 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556 0.279965329555556
4 "SITTING" 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992 0.27153827992
